source_key,citation,url,reachability,access,scale_system,notes,verified,clauses_read
SRC-SCHWARTZ-BPI-2003,"Schwartz, L. (Pall Life Sciences), Diafiltration for Desalting or Buffer Exchange, BioProcess International, May 2003, pp. 43-49",https://eu-assets.contentstack.com/v3/assets/blt0a48a1f3edca9eb0/blt0af8c09c87a5a92c/65c4bf8ffaee2d040afbbd91/0105ar06_77637a.pdf,"open; PDF served from the Pall/Cytiva content CDN, downloaded and text-extracted in full (6 pages)",full-text-read,"general ultrafiltration and diafiltration theory; named author, dated trade-journal article with a reference list - stronger than an anonymous aggregator but still not peer reviewed","NAMED-AUTHOR replacement for the anonymous secondary website behind the site's governing equations. Gives the gel-polarisation limiting flux J = k ln(C_G/C_B) in full with its symbol definitions, the 0.37 x C_G optimum, and its own primary reference for that result (Beaton and Klinkowski, J. Separ. Proc. Technol. 1983, 4(2)). VERBATIM, the membrane-selection rule: 'As a general rule, the molecular weight cut-off (MWCO) of a membrane should be a third to a sixth the molecular weight of the molecule to be retained. This is known as the 3-6 x Rule, which ensures complete retention.' VERBATIM on partially retained species: 'To remove 99.9% of a molecule that is 25% permeable to the membrane requires 9 DVs, whereas for a 100% permeable species, only 7 DVs are required to achieve the same removal.' CARRIES A PUBLISHED ERROR - DO NOT CITE IT FOR PROCESS TIME. Verbatim: 'Equation 3 - Process Time = Filtrate Flow Rate x Volume'. Dimensional check by hand: (L/h) x (L) = L^2/h, which is not a time. The equation is dimensionally impossible as printed. Cite this article for the gel law and the diavolume tables only.",2026-09-18 read in full; the Equation 3 dimensional error checked by hand,
SRC-PALL-TFF,"Pall Corporation, Introduction to Tangential Flow Filtration for Laboratory and Process Development Applications, Scientific and Technical Report 20-0410, 14 pp.",https://www.pall.com/content/dam/pall/japan/laboratory/literature-library/non-gated/PALL_IntroTo_TFF%20For%20Lab%20and%20Process%20Dev_TechReport_20-0410.pdf,"open; vendor technical report, downloaded and text-extracted in full (14 pages)",full-text-read,"VENDOR CLAIM, corporate-authored with no named author; general protein and biomolecule tangential flow filtration","Primary-quality statement of the membrane area sizing relation A = V / (J x T), with units and two worked examples that reproduce by hand. Also the independent statement of the cut-off rule, VERBATIM: 'A good general rule is to select a membrane with a MWCO that is 3 to 6 times lower than the MW of the molecules to be retained. If the sample will only be concentrated, then 3 times lower is sufficient. If significant diafiltration will also be applied to the sample, then an even lower MWCO (i.e. to 6 times lower) may be advisable.' AND THE DIAVOLUME TABLE, VERBATIM (continuous vs discontinuous, percent removed): '1 63.2 50.0 / 2 86.5 75.0 / 3 95.0 87.5 / 4 98.2 93.8 / 5 99.3 96.9 / 6 99.8 98.4 / 7 99.9 99.2'. The continuous column reproduces the site's 5 DV = 99.3% and 7 DV = 99.9% exactly, which confirms the site's NUMBERS even though its stated equation is mislabelled - see the sieving/rejection correction. Tag as a vendor claim wherever used.",2026-09-18 read in full; the two worked area-sizing examples reproduced by hand,
SRC-BIESHEUVEL-2024,"Biesheuvel, Porada, Blankert, Ryzhkov, Elimelech, Analysis of concentration polarization in reverse osmosis and nanofiltration: zero-, one-, and two-dimensional models, arXiv:2401.11527",https://arxiv.org/pdf/2401.11527,"open access; arXiv preprint, downloaded and text-extracted in full (6 pages)",full-text-read,"general membrane concentration-polarisation theory; reverse osmosis and nanofiltration, not a biomolecule","Independent statement of the same film-theory relation in exponential form, from a group of established membrane scientists, with the unit identity LMH equivalent to m/s spelled out. Registered as the peer-reviewed-preprint corroboration for the gel-polarisation equation so that the site does not rest that equation on a vendor article alone. A SEPARATE CAUTION recorded by the same research stream: a peer-reviewed open-access review (Membranes 2021, 11(5):368) prints the film-theory equation WITHOUT the logarithm - the raw MathML was read and the ln token genuinely is absent. That form is dimensionally fine and physically wrong, since it gives J = k when the bulk concentration equals the gel concentration. Do not cite that paper for this equation.",2026-09-18 read in full; the exponential and logarithmic forms checked for consistency by hand,
SRC-HUSSON-CIRCRNA-2025,"Guillen-Cuevas, Lu, Birtwistle, Husson, Purifying circular RNA by ultrafiltration, Sep. Purif. Technol. 2025, 366:132809",https://pmc.ncbi.nlm.nih.gov/articles/PMC12442433/,open access (CC-BY) at PubMed Central PMC12442433; fetched and text-extracted in full,full-text-read,"circular RNA, bench ultrafiltration - a much larger nucleic acid than an siRNA duplex, so the cut-off ladder does NOT transfer directly; the METHOD does","The one nucleic-acid ultrafiltration study found with an ENUMERATED cut-off ladder, an explicit diavolume count and measured sieving coefficients: 30, 50, 100 and 300 kDa membranes, 4 diavolumes, yield above 50% at 86% purity, critical fluxes of 134-160 micrometres per second. Unit conversion checked by hand: 134-160 um/s = 482-576 L m-2 h-1. Registered because it is the closest published example of the methodology this project needs for Q-035 and Q-020, and because it demonstrates what an enumerated ladder looks like when a paper actually reports one. Verified via Europe PMC core record; PMID 40969854.",2026-09-18 read in full; unit conversion from um/s to LMH checked by hand,
SRC-PMDA-ONPATTRO,"PMDA shinsa hokokusho (review report), Onpattro (patisiran) 2 mg/mL, and the accompanying 2.3 Quality Overall Summary",https://www.pmda.go.jp/drugs/2019/P20190717001/112773000_30100AMX00012_A100_2.pdf,"open; Japanese-language review report, PDF pages read including image pages where the text layer is a scan",full-text-read,patisiran; Japan; siRNA DRUG SUBSTANCE and drug product. JAPAN DISCLOSES MORE THAN ANY OTHER JURISDICTION CHECKED,"JAPAN IS THE PLACE TO GO FOR AN siRNA SPECIFICATION QUESTION. PMDA publishes the complete drug-substance specification item list with the analytical method for each item, plus the Agency's own reasoning - which no other regulator does. It still masks every acceptance criterion. ONE REAL DISCLOSED NUMBER, verbatim in the original with redactions shown as boxes: 'the single-stranded oligonucleotide remaining after the [redacted] step is less than 1%' (translation ours, labelled as a translation). PMDA also records, in its own words, that the drug-substance impurity profile DEPENDS ON upstream single-strand purity and that controlling single-strand purity is extremely important - a regulator endorsing in writing the logic behind R-001. ALSO ESTABLISHES THE DRUG-SUBSTANCE PHYSICAL FORM, verbatim: the substance is 'a white to yellowish-white powder', stored at -20 +/- 5 C with a retest period of 36 months. NOTE HONESTLY: the approved isolation step is lyophilisation, and the isolation/drying unit operation itself is redacted in every jurisdiction checked. Q-033 IS CLOSED BY THIS AND ITS SIBLINGS: there is no published full-length percentage and no published single-impurity limit for any approved siRNA drug substance in any jurisdiction.","2026-09-18 review report and quality overall summary read, including image pages; disclosure compared against FDA, Health Canada, TGA and EMA equivalents",
SRC-FDA-OXLUMO-CHEMR,"US FDA CDER, Chemistry Review / Quality Assessment, NDA 214103 (Oxlumo, lumasiran injection), Reference ID 4695333",https://www.accessdata.fda.gov/drugsatfda_docs/nda/2020/214103Orig1s000ChemR.pdf,"open; a browser User-Agent is required, then the PDF downloads and text-extracts",redacted,lumasiran; United States; GalNAc-conjugated siRNA drug substance and drug product,"THE FINDING THAT DECIDES THE SITE'S PURITY ARGUMENT. FDA states in writing the principle by which siRNA impurity limits are actually set. VERBATIM: 'Nonclinical repeat-dose toxicity studies conducted in the rat have been used for the impurity qualifications on the basis that the rat is identified as the more sensitive toxicity test species. Per Agency recommendation, the Applicant has revised drug substance specified impurity limits to not exceed the maximum levels observed in the nonclinical batches.' VERBATIM: 'In compliance with the Agency recommendations, the Applicant agreed to tighten the specified and total impurity limits based on the non-clinical and clinical data for the drug substance.' SO THERE IS NO GENERIC PERCENTAGE TO CLEAR. The limit is indexed to the applicant's own toxicology batches and ratchets downward as more data accumulate. A filtration-led route does not have to beat a published number; it has to beat the purity of the material that went into its own toxicology studies, and keep beating it. ALSO, on how duplex purity is measured, verbatim: 'ion pairing reversed phase chromatography HPLC (IPRP-HPLC) with ultraviolet (UV) detection is utilized under non-denaturing conditions to confirm that drug substance is in its native duplex form, and to determine the purity of the duplex structure relative to unhybridized single strands and related impurities.' STATUS: a regulator's stated recommendation applied in a specific approval - a RECOMMENDATION, not a guideline and not a numeric specification.",2026-09-18 read in full; every acceptance criterion in the document is redacted under exemption (b)(4),
SRC-ICH-Q3A-SCOPE,"ICH, Impurities in New Drug Substances Q3A(R2), Preamble; and ICH Final Concept Paper Q6(R1) EWG, Maintenance of the ICH Q6A and Q6B Guidelines, 25 June 2024",https://database.ich.org/sites/default/files/Q3A%28R2%29%20Guideline.pdf,open; both ICH-hosted PDFs downloaded and read in full,full-text-read,all oligonucleotides including siRNA; international,"KILLS A WHOLE CLASS OF MISATTRIBUTION. Oligonucleotides are explicitly OUT OF SCOPE of the ICH impurity guideline. VERBATIM, Q3A(R2) Preamble: 'The following types of drug substances are not covered in this guideline: biological/biotechnological, peptide, oligonucleotide, radiopharmaceutical, fermentation product and semi-synthetic products derived therefrom, herbal products, and crude products of animal or plant origin.' EMA's draft oligonucleotide guideline says the same of Q6A. So any claim of the form 'ICH requires X% for siRNA' is unsupportable. ICH has only now endorsed a work item to fix this, verbatim from the Q6(R1) concept paper: 'Update the scope to also include classes of drug substances and products both chemical entities and biologicals which were not sufficiently covered in ICH Q6A and Q6B (e.g. cell and gene therapies, vaccines, oligonucleotides, antibody-drug conjugates (ADCs), etc.)'. The concept paper also anticipates this project's exact situation, verbatim: 'Introduce options to accommodate situations where acceptance criteria may be set based on limited batch experience'. STATUS: Q3A(R2) is a FINAL guideline whose scope excludes the modality; the concept paper is an endorsed work plan, not a guideline and not a limit.",2026-09-18 both documents read in full from the ICH database,
SRC-SIRNA-LABELS,"Approved siRNA product labelling, quantitative composition sections: Givlaari, Oxlumo, Leqvio, Amvuttra, Rivfloza, Qfitlia (US prescribing information via DailyMed SPL) and Onpattro (PMDA quality overall summary)",https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/167e663c-11e1-497b-a3fc-951d65d58eaa.xml,open; the structured product labels were retrieved as XML from the DailyMed web service and read,full-text-read,"seven approved siRNA DRUG PRODUCTS - all LIQUID AQUEOUS INJECTABLES. NO spray-dried and NO lyophilised siRNA drug product has ever been approved, so these ratios are NOT transferable targets for a dried matrix","CLOSES Q-021 IN THE ONE DIRECTION THAT MATTERS, and the answer is the opposite of what an excipient-ratio question expects. FOUR OF THE SEVEN HAVE NO WEIGHED EXCIPIENT AT ALL. VERBATIM (Givlaari): 'containing 189 mg givosiran in a single-dose, 2-mL Type 1 glass vial... GIVLAARI is formulated in Water for Injection. Sodium hydroxide and/or phosphoric acid may have been added for pH adjustment during product manufacturing.' VERBATIM (Leqvio): 'Each syringe contains 1.5 mL of solution containing the equivalent of 284 mg inclisiran... formulated in Water for Injection and may also contain sodium hydroxide and/or phosphoric acid for pH adjustment'. VERBATIM (Amvuttra): 'Each 0.5 mL of solution contains 25 mg of vutrisiran (equivalent to 26.5 mg vutrisiran sodium), 0.2 mg sodium phosphate monobasic dihydrate, 0.7 mg sodium phosphate dibasic dihydrate, 3.2 mg sodium chloride' - an excipient:API ratio of about 0.155:1. Qfitlia is about 0.058:1. Onpattro is about 16.9:1 but 120.5 mg of that is lipid nanoparticle, a delivery system rather than a drying aid. THE TRANSFERABLE CONCLUSION (inference, ours): these molecules are approved at 160-200 mg/mL in essentially pure water, so the active substance needs NO stabilising excipient in the liquid state. Any excipient in a dried matrix therefore exists for the DRYING and POWDER properties, not for chemical stability of the active substance. That reframes Q-021 from 'how much excipient does the molecule need' to 'how much does the dryer need'.","2026-09-18 all seven composition sections read; six from DailyMed structured product labels, one from the PMDA quality overall summary",
SRC-GELMAN-2016,"Gelman Constantin, Schneider, Corti, Glass Transition Temperature of Saccharide Aqueous Solutions Estimated with the Free Volume/Percolation Model, J. Phys. Chem. B 2016, 120(22):5047-5055",https://ri.conicet.gov.ar/handle/11336/45124,"green open access; author manuscript deposited in CONICET Digital, the Argentine national research repository (OpenAlex: oa_status green, licence cc-by-nc-sa, version submittedVersion). PDF downloaded and text-extracted",full-text-read,"laboratory DSC data on binary aqueous sugar solutions, compiled from the literature and re-fitted; material constants, not process constants, so they transfer to formulation calculations","SUPPLIES THE CONSTANTS THE SITE'S EQ-TG NEEDS, and shows that the widely circulated anhydrous-trehalose figure is CONTESTED. Gordon-Taylor k, verbatim from the figure 1 caption: 'the GTM (Eqn.1) using kGT as an adjustable parameter ( kGT = 4.76 for trehalose, and kGT = 4.94 for sucrose)'. Glass transition of pure amorphous water used in the fit, verbatim: 'The averaged glass transition temperature of pure water reported for amorphous solid water, and for hyperquenched water, Tg1 = (136 1) K, was adopted in the calculations' (the plus-or-minus is lost in the PDF text layer; the value is 136 +/- 1 K). ANHYDROUS TREHALOSE: the circulating ~115-116 C figure is 389 K = 115.85 C and this paper attributes it to Miller, de Pablo and Corti, Pharm. Res. 1997, 14(5):578-590 - WHICH IS CLOSED AND WAS NOT OPENED, so the value reaches us second hand. A COMPETING PRIMARY VALUE OF 380 K = 106.85 C is attributed to Roos, Carbohydr. Res. 1993, 238:39-48, also closed. That is a 9 K spread inside a single paper. ANHYDROUS SUCROSE: 343 K = 69.85 C. Heat-capacity increments: trehalose 0.628, sucrose 0.77, water 1.94 J K-1 g-1. VERSION CAVEAT: the copy read is the author manuscript, and its own reference list contains two transcription errors - it prints 'Pharm.Res. 1997, 41, 578-590' where the volume is 14, and 'Gordon, J. M.' where Crossref gives Manfred Gordon. Flagged so they are not propagated.",2026-09-18 author manuscript read in full from CONICET Digital; record verified against Crossref; Gordon-Taylor dimensions checked by hand; no erratum,
SRC-KAPIL-2025,"Kapil, Wombwell, Kegel, Hamlin, Model-aided process development for scalable spray drying of sticky substances, Front. Chem. Eng. 2025, 7:1565916",https://www.frontiersin.org/journals/chemical-engineering/articles/10.3389/fceng.2025.1565916/full,fully open access (CC-BY) at the publisher; no mirror needed,full-text-read,"three dryers from 5 g to 400 g (Buchi, Procept, FluidAir); a sticky small-molecule product, NOT a nucleic acid - the YIELD BEHAVIOUR transfers, the material does not","DIRECTLY CONTRADICTS a 90% dryer step yield carried as a flat assumption. A spray dryer's yield is a strong function of scale AND of optimisation state, not a constant. VERBATIM: 'Optimized yields of 61%-89% for a sticky product were achieved for 5-400 g with suitable dryness (1%-5% residual solvent).' AND THE UNOPTIMISED STATE, VERBATIM: 'Scale-up of the optimized conditions for the 5 g scale to 25 g on the Buchi spray dryer yielded low recovery (21%)' and 'The optimized Procept 100 g scale conditions were transferred to FluidAir (30-400 g) and initial conditions yielded low recovery (8.6%).' Optimised transfers did hold: 'After optimized yield of 87% was observed at 5 g scale, the conditions were tested at 100 g scale and demonstrated comparable yield (87%)' and 81% held from 100 g to 400 g. RECOMMENDATION (ours, inference): carry a 60-90% band with a sensitivity case, not a point value, and treat the unoptimised state as the honest starting assumption for a first campaign. See Q-012.",2026-09-18 read in full; attribution verified via Crossref; no erratum,
SRC-MILLIPORE-TFF,"Millipore, Protein Concentration and Diafiltration by Tangential Flow Filtration (technical brief)",https://www.merckmillipore.com/,open; technical brief read in full from a mirror,full-text-read,"VENDOR CLAIM; protein ultrafiltration and diafiltration - the RELATION is general, the adsorption figures are protein-specific","Gives the governing relation behind the '<10% TFF loss' figure, and shows that the figure is not a constant at all. Yield loss is an exponential function of product retention and of (ln VCF + N). VERBATIM WORKED EXAMPLE: 'consider a process where the goals are to perform a 20-fold volume concentration factor (VCF), a 7 diavolume buffer exchange, and lose less than 7% of the product to the filtrate. For this example, the natural log (ln) of the VCF is 3 and N is 7, so the value of the term (ln VCF+N) is 10.' At a retention of 0.99 the loss is 9.5%; at 0.999 it is 1.0%. A SECOND, ADDITIVE LOSS TERM is membrane adsorption, tabulated verbatim at 0.02% to 0.10% for the low-protein case and 1.0% to 5.0% for the high-protein case depending on membrane material. AND THE DISCIPLINE THE SITE LACKS, VERBATIM: 'In order to understand where the product is going during a process, it is important to calculate not only yield, but also mass balance. Determine the total protein in each of the retentate, the filtrate, and the unrecoverable holdup volume.' NOTE HONESTLY: the equation itself sits in a graphic that did not extract, and was NOT reconstructed from the figure. Tag as a vendor claim.",2026-09-18 read in full; the three published worked points reproduce against the stated relation,
SRC-WHO-TRS1044,"World Health Organization, WHO guidelines on technology transfer in pharmaceutical manufacturing, Technical Report Series No. 1044, Annex 4 (2022)",https://cdn.who.int/media/docs/default-source/medicines/norms-and-standards/guidelines/production/trs1044-annex4-technology-transfer-in-pharmaceutical-manufacturing.pdf,"open; free on the WHO content network, 28 pages downloaded and read in full",full-text-read,active pharmaceutical ingredients and isolated API intermediates as well as finished products - i.e. it covers a drug substance transfer directly. Supersedes TRS 961 Annex 7,"The itemised list of what a contract manufacturer will actually ask for. VERBATIM ON SCOPE: 'This guideline should be applied when transferring the technology of manufacturing processes and analytical procedures relating to active pharmaceutical ingredients (APIs), isolated API intermediates, bulk drug products and finished pharmaceutical products.' Its Appendix 1 itemises the documentation by aspect, and section 7.1 sets out what the transfer protocol must contain. GAPS THIS EXPOSES in the current technology-transfer page (inference, ours): no scale-up protocol or report, no hold-time protocols, no cleaning-validation master plan with health-based exposure limits, no forced-degradation stability data, no side-by-side comparison of premises, equipment, instruments, materials, procedures and methods between the sending and receiving units, no acceptance criteria for a successful transfer, and no gap analysis. Two of those look genuinely exposed: a health-based exposure limit for a potent, highly water-soluble polyanion on shared filtration and drying equipment, and hold times on the aqueous intermediates.",2026-09-18 read in full from the WHO content network; supersession of TRS 961 Annex 7 confirmed on the WHO landing page,
SRC-STANDARDS-CURRENT,"Engineering and quality standards binding a drug-substance package, with current editions verified against each issuing body on 2026-09-18",https://www.asme.org/codes-standards/find-codes-standards/bpe-bioprocessing-equipment,"open; each issuer's own catalogue or guideline page was opened and the current edition read from it. ISO 14644-1 and -2 were the exception: iso.org and the ANSI webstore both refused this environment, so those two titles were verified via BSI as the adopting body and their CONTENT is record-only",web-page-read,engineering and quality standards governing a greenfield drug-substance facility and its technology transfer,"FOUR COMMONLY CITED EDITIONS ARE STALE and would date a package on sight. Verified against the issuing bodies: ASME BPE-2026 is current and SUPERSEDES BPE-2024 and BPE-2022. ASTM E2500-25 is Active and SUPERSEDES E2500-20, and its title now adds 'Science and Risk Based Approach', adds ICH Q12 and Q13, and adds availability to its scope. NFPA 660-2025, Standard for Combustible Dusts and Particulate Solids, has CONSOLIDATED NFPA 654 into it - a spray-dried powder makes this one live, and dust-explosion parameters on the actual powder are a testing deliverable, not a literature lookup. IEC 60079-10-2:2026 SUPERSEDES the 2015 edition and is the most likely stale citation in any package written before 2026. Also current and verified: NFPA 68-2023, NFPA 69-2024, IEC 60079-10-1:2020, ICH Q7, Q8(R2), Q9(R1) of January 2023, Q10, Q11 and Q12, EU GMP Annex 1 (2022) and Annex 15 (2015), the FDA process validation guidance of January 2011 Revision 1, ISPE Baseline Guide Volume 6 3rd Edition (November 2023), ISPE Baseline Guide Volume 5 Commissioning and Qualification 2nd Edition (June 2019, still current with no 3rd edition), PED 2014/68/EU, and Machinery Regulation (EU) 2023/1230 which becomes mandatory on 20 January 2027. TWO DIRECT ANSWERS. Annex 1 does NOT apply to a non-sterile drug substance, but it invites partial adoption for low-bioburden biological intermediates on condition that the manufacturer documents which principles were applied and demonstrates compliance with those - a decision to record, not a default. Annex 15 'may also be used as supplementary optional guidance for active substances', so its three-batch expectation is a default to be justified, not a rule.","2026-09-18 every edition read from the issuing body's own catalogue or guideline page, except ISO 14644-1 and -2 whose titles were verified via BSI and whose content is record-only",
SRC-ROLINGER-2023,"Rolinger, Hubbuch, Rudt, Monitoring of ultra- and diafiltration processes by Kalman-filtered Raman measurements, Anal. Bioanal. Chem. 2023, DOI 10.1007/s00216-022-04477-7",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9883314/,"OPEN ACCESS, CC BY 4.0, full text at PubMed Central PMC9883314; no mirror needed",full-text-read,"lab-scale UF/DF of PROTEINS (mAb, lysozyme) at A280 - NOT an oligonucleotide and NOT A260; the instrument modality transfers, the spectroscopy does not","THE SOURCE THAT REFUTES THE EARLIER 'at-line, not in-line' READING OF Q-042. The instrument is a FlowVPE variable-pathlength UV/Vis spectrometer and the paper consistently calls it IN-LINE. Also reports UV outperforming Raman on concentration accuracy (RMSE 1.73 vs 4.59 g/L for the mAb) and a measurement time of about 8 s at one wavelength over four pathlengths. Establishes that variable-pathlength slope spectroscopy is not inherently at-line; see P-VPE-PATHLENGTH-MIN, Q-042, Q-051.",2026-09-21 instrumentation research pass,
SRC-BHANGALE-2022,"Bhangale, Ye, Lindsey, Wolfe, Application of inline variable pathlength technology for rapid determination of dynamic binding capacity in downstream process development of biopharmaceuticals, Biotechnol. Prog. 2022, DOI 10.1002/btpr.3236",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9285919/,open access at PubMed Central PMC9285919; only the ABSTRACT was read in this pass,abstract-only,"protein chromatography (dynamic binding capacity), not UF/DF and not an oligonucleotide","Second, independent use of the phrase 'inline variable pathlength technology using FlowVPE'. Corroborates SRC-ROLINGER-2023 on modality only; no numbers taken from it. See Q-042.",2026-09-21 instrumentation research pass,
SRC-REPLIGEN-FLOWVPE,"Repligen (C Technologies), CTech FlowVPE System - product page and specification",https://www.repligen.com/products/analytics/downstream/flowvpe,"open vendor web page, read in full",web-page-read,"in-line process flow cell; the published service is PROTEIN at A280. Vendor material - a product specification, not a peer-reviewed result","Source of P-VPE-PATHLENGTH-MIN: 'pathlengths between 5 microns and 8 millimeters', wavelengths 190-1100 nm. VENDOR SPECIFICATION, so weak evidence for anything except the product's own stated capability - which is exactly what it is used for here. The sibling FlowVPX spec (SRC-REPLIGEN-FLOWVPX) does NOT publish a minimum pathlength, which is the gap in Q-051.",2026-09-21 instrumentation research pass,
SRC-REPLIGEN-FLOWVPX,"Repligen, PATsmart FlowVPX System Product Specifications, DOC0206 eRev. 5.0 (16 Jan 2026)",https://www.repligen.com/ctech-resources/pdf/DOC0206-CTech-FlowVPX-System-Specification-Sheet.pdf,"open vendor PDF, read in full",web-page-read,"in-line flow cell, 316L, IP65; datasets published for mAb and ADC at A280 only - no oligonucleotide, no A260","Establishes that a 260 nm monochromatic GMP light source is a CATALOGUED OPTION on an in-line variable-pathlength instrument (PATsmart Beams, 260/272/280/310 nm), with 21 CFR part 11 software, IQ/OQ and CSV. Gives 'Maximum Pathlength 5.000 mm' and 'Minimum Pathlength Step 0.001 mm' but NEVER a minimum achievable pathlength - the two are not the same thing, and that omission is registered as Q-051. Vendor material.",2026-09-21 instrumentation research pass,
SRC-ISA-5-1-2024,"ANSI/ISA-5.1-2024, Instrumentation and Control - Symbols and Identification",https://www.isa.org/standards-and-publications/isa-standards/isa-standards-committees/isa5-1,"PAYWALLED; must be purchased from ISA and placed under document control. NOT retrieved and NOT read in this project. ISA additionally prohibits entering ISA intellectual property into AI tools, so no clause text or letter table from it may be reproduced in this repository",not-retrieved,general instrumentation identification; not process- or molecule-specific,"Named so the instrument tag scheme can say honestly what it is NOT based on. The current edition was retitled and its identification guidance was SPLIT OUT into SRC-ISA-TR5-1-02-2024, so which document now carries the identification letter table is unknown to this project. The tag letters used in data/instruments.csv are THIS REPOSITORY'S declared scheme (see gen/controls.py TAG_FIRST_LETTERS), not a reproduction of any ISA table, and conformance to the current edition is UNVERIFIED. See Q-053.",2026-09-21 instrumentation research pass - confirmed unread,
SRC-ISA-TR5-1-02-2024,"ISA-TR5.1.02-2024, Instrumentation and Control - Identification System Guidelines",https://www.isa.org/standards-and-publications/isa-standards/isa-standards-committees/isa5-1,PAYWALLED; must be purchased from ISA. NOT retrieved and NOT read in this project,not-retrieved,general instrumentation identification; not process- or molecule-specific,"The 2024 split moved identification-system guidance out of the standard and into this technical report, so a tag-scheme claim needs BOTH documents. Unread here. See Q-053.",2026-09-21 instrumentation research pass - confirmed unread,
SRC-DEXPI-PROCESS-1-0,"DEXPI Process Specification Release 1.0, 2023-12-08: ""DEXPI Process Modelling of Process Systems and their Documentation"" (Cameron, Otten, Temmen, Tolksdorf; DEXPI+ Project Team)",https://dexpi.org/wp-content/uploads/2023/12/DEXPI-Process-1.0-Manual.pdf,"open access, CC BY 4.0; 39-page PDF downloaded and READ IN FULL (all 39 pages extracted and read)",full-text-read,"general process-engineering diagramming; not process- or molecule-specific, and not a pharmaceutical document","THE DEXPI DOCUMENT THAT COVERS BFDs AND PFDs, and the only DEXPI row this project anchors anything on. Sections used: 2.6 Source/Sink/Emitting blocks as off-page connectors with no process function (the basis for treating SUPPLY/WASTE/DS-STORE as boundary sentinels); 2.8.1-2.8.2 control and monitoring on a PFD, which states that a control loop is drawn as a SINGLE BUBBLE connected to the sensing point ""on a stream or a unit operation"" - the authority for attaching the 10 instruments that carry no stream_ref to their unit instead; 4.3.1 vs 4.3.2, which distinguish a SIMPLE PFD (no control elements) from a DETAILED PFD (control bubbles, control valves manipulating material flows, and a stream table); 6.1-6.3 the presentation layer, where 6.2.2 says a PFD symbol represents the ACTIVITY carried out, not the equipment. TWO LIMITS THAT MATTER HERE: (1) section 6 states that further work is needed to define the presentation layer, so DEXPI does NOT pin a PFD symbol set - ours is this project's own (Q-054); (2) a detailed PFD is expected to indicate the final control element, which this project's data does not record (Q-055). ON SERIALIZATION, stated carefully because it was twice got wrong in this repository's own history: section 5 ships an EXPERIMENTAL XML schema (DexpiPlus.xsd, with BFD and PFD example instances) whose own stated purpose was ""to verify the feasibility"", and section 7 uses AutomationML precisely to ""avoid the need to develop a new, non-standard XML or JSON schema"". Neither is called ""DEXPI XML""; that is DEXPI 2.0's standard serialization (SRC-DEXPI-2-0). Its reference diagrams are drawn from ISO 10628-1:2014 (SRC-ISO-10628-1), which is NOT retrieved.",2026-09-25 PFD slice - PDF retrieved and all 39 pages read,
SRC-DEXPI-2-0,"DEXPI Specification, Release 2.0.0, DEXPI e.V., 10 October 2025",https://dexpi.org/wp-content/uploads/2025/10/DEXPI_Specification_2.0.pdf,"open access, CC BY 4.0; 6.4 MB / 1070-page PDF downloaded, but NOT read in full - title page, the complete licence page, Chapter 1 Introduction and the table of contents were read, and the Process model chapter was searched, not read",abstract-only,general process- and plant-model data exchange; not process- or molecule-specific,"Registered as CONTEXT ONLY; nothing in this repository is anchored on it, because it has not been read. It unifies SRC-DEXPI-PID-1-4 and SRC-DEXPI-PROCESS-1-0 into one specification and is the document that makes ""DEXPI XML"" the STANDARD serialization, BFDs and PFDs included - the word standard is load-bearing, because DEXPI Process 1.0 already had an experimental XML schema and an AutomationML serialization. Its own Chapter 1 states that the information in block flow diagrams, process flow diagrams and P&IDs can be represented. Read the Process chapter before relying on it for anything. On the reading-list census.","2026-09-25 PFD slice - retrieved; front matter and Chapter 1 read, remainder unread",
SRC-DEXPI-PID-1-4,"DEXPI P&ID Specification Version 1.4, DEXPI e.V., 12 December 2024",https://dexpi.org/static/pid_specification_1.4/,"open access, CC BY 4.0; the official HTML rendering's overview page was read - the PDF at dexpi.org/wp-content/uploads/2024/12/DEXPI_PID_Specification_1.4.pdf exceeded the 10 MB retrieval limit and was NOT obtained",abstract-only,general P&ID plant-model data exchange; not process- or molecule-specific,"Registered as CONTEXT ONLY and NOT read beyond its overview. It covers P&IDs, i.e. the PLANT model, and NOT BFDs or PFDs - so it is not the document a process flow diagram anchors to; SRC-DEXPI-PROCESS-1-0 is. Superseded by SRC-DEXPI-2-0. Named here so the DEXPI family is registered honestly rather than as a single vague citation. On the reading-list census.",2026-09-25 PFD slice - overview page read; specification body and PDF unread,
